proposal_id,comment_id,arguments name,argument_description,argument types
7,[17333],Sanciones y multas,"Además de la obvia necesidad de limpiar las calles a fondo especialmente del centro, que manifiesta un estado lamentable es necesario un plan global que eduque en colegios y barrios, informe en las calles a vecinos, transeúntes y colectivos y, como paso transitorio a la normalización, sancione a quien orine, escupa y defeque en la vía pública, no recoja los excrementos de sus animales y permita que estos orinen en portales y macetas, tire papeles, chicles, colillas o cualquier objeto que ensucie la vía y no participe en el correcto proceso de reciclaje.",A favor
7,[18414],Sanciones y multas,La normativa ya existe ¿Por qué no se hace cumplir? ¿Por qué se hace la vista gorda?,En contra
7,[26853],Participación ciudadana,"Propongo que salgas con una escoba y empieces a limpiar, detrás iré yo, te lo prometo.",A favor
7,[26854],Participación ciudadana,"Demos tiempo al nuevo gobierno para que puedan estudiar, dialogar y llegar a las mejores soluciones para que Madrid brille!",A favor
7,[26854],Participación ciudadana,"Como nos gusta exigir! Es como tener un hijo y a los 3 días de colegio ya le exigimos que nos traiga las notas con un 10. Seamos sensatos, la culpa no es del nuevo gobierno, sino del anterior y su política de privatización de servicios a través de un contrato a 10 años!",En contra
7,[26898],Participación ciudadana,"Votado, totalmente de acuerdo. También influye que a la vez que se han hecho recortes, hay mucha gente que no respeta las normas de limpieza.",En contra
7,[17359],Conciencia medioambiental,Un poquito de conciencia social y sentido común bastaría.,A favor
7,[17333],Conciencia medioambiental,"Lo primero es la concienciación, la información y la educación cívica y medioambiental pero la situación de Madrid empieza a exigir medidas excepcionales en esta materia.",A favor
7,[18314],Conciencia medioambiental,"Por supuesto. Y el problema añadido es que en Madrid llueve poco, un tanto en otoño, algunas gotas en invierno y otro chubasco en primavera, el verano nada de nada, por eso se requiere tanta limpieza.",En contra
7,[18320],Conciencia medioambiental,"La única basura aceptable en un pueblo culto, es el polvo del ambiente, hojas de árboles, alguna rama y nada más. Todo lo demás proviene de la mano del hombre y no siempre de la mano Los papeles, latas, maderas, vidrios, botellas, plásticos, colillas, heces, vómitos, orines, etc. No llegaron solos a las calles, siempre hay un ciudadano sucio, resentido social, mal educado que expresa su mala conducta arrojando basura.",En contra
7,"[33732, 33733, 33735, 33736]",Inclusión de tecnologías y métodos modernos,"Hola, creo que nuestras propuestas son complementarias. Propongo recoger y transportar la basura por la red de metro.",A favor
7,[75400],Inclusión de tecnologías y métodos modernos,"Vivo en la zona latina y cerca zona Madrid río. Desde hace más de 2 meses no pasa nadie a limpiar las calles y cada vez que voy al colegio de mi hija tengo que ir esquivando las mierdas de los perros, palomas papeles publicidad de prostitutas y masajes orientales que dejan en los coches. Justo en Madrid río todo limpio pero qué pasa con las calles paralelas que les separa solamente un paso de peatones?",A favor
7,"[33732, 33733, 33735, 33736]",Inclusión de tecnologías y métodos modernos,"Por favor apoya esta propuesta: . Hola, creo que nuestras son complementarias. Propongo recoger y transportar la basura por la red de metro.",En contra
7,[63450],Responsabilidad individual y colectiva,"No es más limpio el que más limpia, sino el que menos ensucia.",A favor
7,[37078],Responsabilidad individual y colectiva,"Creo que antes que limpiar, el ciudadano debería dejar de ensuciar. No cuesta nada guardarse un papel en la mano hasta encontrar una papelera.",A favor
7,[37078],Responsabilidad individual y colectiva,"Y tampoco es necesario que haya papeleras a cada 50 metros, podemos aguantar un poquito más que eso sin tener que tirar la basura por donde nos apetezca.",A favor
7,"[17626, 17629]",Responsabilidad individual y colectiva,"Lo ideal es que no se manche, pero lo necesario es que se limpie. Culpar al ciudadano es lo habitual, pero pongo un simil para que se entienda.",En contra
7,"[17626, 17629]",Responsabilidad individual y colectiva,"Si entras en un bar con el suelo lleno de servilletas sucias yo no entro la tendencia es a tirar la servilletas, es un acto inconsciente. Si el bar está limpio buscarás la papelera.",En contra
7,[17466],Impacto en la salud y el bienestar,"Es lamentable el estado de las calles en la zona centro de Madrid, por no hablar ya en concreto de Malasaña, donde los vecinos tenemos que convivir rodeados de basura, calles llenas de orín, excrementos no solo de animales de 4 patas vómitos, botellas rotas.",A favor
7,[17923],Impacto en la salud y el bienestar,¿De qué sirve limpiar a fondo un tiempo si después se deja de limpiar?,En contra
7,[17957],Impacto en la salud y el bienestar,¡¿Qué no es prioritario la limpieza de una ciudad?!,En contra
19,[17486],Accesibilidad y Conectividad,"Totalmente de acuerdo, pero lo que más me indigna es que se podría unir con algo tan sencillo como abrir el campo del moro al público y los jardines de sabatino es decir que dejen de existir vallas y que se conecten esas zonas verdes Madrid río, casa campo, campo del moro y jardines de sabatini y sea para todos a todas horas.",A favor
19,[18386],Accesibilidad y Conectividad,Aprovechar la reforma de Plaza España para unirlo peatonalmente con Madrid Río.,A favor
19,[19178],Accesibilidad y Conectividad,Con una cuesta de San Vicente peatonal o más accesible podría ser una pasada bajar a Madrid Rio/Casa de campo rodeados del Campo del Moro y el Templo de Debod.,A favor
19,[49275],Accesibilidad y Conectividad,"Yo no veo que sea tan fácil como lo plantea Zamuntx. Si pudiera hacerse según su idea, problemas 0 pero resulta que bajo la cuesta de San Viciente, pasa el trazado de la red de Renfe que va dirección a Pirámides, así como el trazado de la línea 10 de Metro.",En contra
19,[49275],Accesibilidad y Conectividad,"Personalmente, apostaría por reducir el número de carriles de la calzada actualmente hay tres por sentido, más el carril bus/taxi. Dos carriles serían más que suficientes, se podría aumentar el ancho de la acera a ambos lados de la calle, e incluso se podría construir un carril seguro para los ciclistas.",En contra
19,[19750],Impacto Económico,"Existe la creencia de que soterrar es caro, cuando realmente este tipo de túnel se denomina falso túnel, ya que consiste en abrir la calle, excavar 4 o 5 metros y cubrirlo con vigas y asfalto, sin tuneladoras.",A favor
19,[49076],Impacto Económico,"La opción de Zamuntx es muy sensata, me parece que no se puede comparar la distancia que se soterró con la M30 con la que se soterraría con la cuesta de San Vicente, que sería mucho menor.",A favor
19,[32465],Impacto Económico,"Soterrar es caro vecin@. Y si no, recuerda la M-30 o el túnel de María de Molina.",En contra
19,[49749],Impacto Económico,"Además, tampoco hay que buscar el coste cero, porque si se quiere solucionar este problema, habrá que barajar entre distintas opciones, pero se tendrá que invertir dinero y buscar una solución que no sea un apaño para salir del paso, porque en ese caso no se soluciona el problema, sino que se evita afrontarlo.",En contra
19,[17391],Seguridad y Comodidad,"Totalmente de acuerdo, el entorno de la Plaza de España con todos sus túneles y la cuesta de San Vicente la convierten en un sitio tremendamente hostil para los peatones y los ciclistas. Es necesario acabar con eso.",A favor
19,[83953],Seguridad y Comodidad,"La cuesta es un infierno; a medida que subes se estrecha la carretera y las aceras de tal manera que si te cruzas con un autobús de subida y otro de bajada, casi te arroyan.",A favor
19,"[78222, 78224, 78226, 78227, 78229, 78230, 78233, 78236, 78258, 78261, 78264, 78272, 78277]",Prioridades Sociales,La propuesta es interesante pero me temo que nos estamos olvidando de temas que son prioritarios para la vida de muchas familias sin recursos que no pueden alimentar a sus hijos.,En contra
19,"[78222, 78224, 78226, 78227, 78229, 78230, 78233, 78236, 78258, 78261, 78264, 78272, 78277]",Prioridades Sociales,Os recuerdo que España es el país de la OCDE donde más avanzó la desigualdad durante la crisis.,En contra
19,[61819],Integración Urbana,"Ahora que se va a remodelar la Plaza de España sería una oportunidad de oro hacer peatonal la Cuesta de San Vicente para hacer una senda verde que una el centro con el Campo del Moro, Madrid Río y Casa de Campo.",A favor
19,[137601],Integración Urbana,Y por qué no construir escaleras que unan los Jardines del Campo del Moro a la Plaza de la Armeria y a los Jardines de Sabatini? No entiendo la lógica de que no estén conectados.,A favor
19,[51540],Conservación y Seguridad en Parques,El cierre de los parques históricos por la noche es necesario para evitar el vandalismo.,En contra
19,[51540],Conservación y Seguridad en Parques,"Se debería hacer un estudio serio sobre las alternativas, pero lo mejor serían los aparcamientos disuasorios y pensar que cualquier reducción de carriles afectaría también a los autobuses de la EMT como pasa en O'Donnell.",En contra
19,[19795],Impacto Ambiental,Recuperación del espacio público para los ciudadanos.,A favor
19,[49076],Impacto Ambiental,"El foco de contaminación para los vecinos y para toda la gente que quiere acceder al centro es inhumana, sin contar los ruidos y los peligros de tener una autopista en un lugar tan emblemático y con tanto tránsito.",A favor
19,[19750],Viabilidad Técnica,"No obstante la idea de continuar el túnel que ahora existe más allá de Príncipe Pío hasta Plaza de España para conectar con el túnel de Bailén es la única salida. Recordemos que esta vía es el único gran acceso desde el Oeste al Centro de la ciudad, carece de alternativas, dada la orografía tan especial de Madrid.",En contra
19,[51540],Viabilidad Técnica,"Efectivamente, creo que olvidamos algo fundamental, hay una salida de la M-30 que va a dar directamente a la Cuesta de San Vicente y es el paso obligado para poder acceder a la Avda de Portugal y la carretera de Extremadura, zonas muy pobladas y que necesitan que se les garantice la movilidad y el acceso al centro como cualquier otra zona.",En contra
50,[17210],Seguridad,Tienes un carril de la Castellana y de otras muchas calles que es para ir en bicicleta.,A favor
50,[17234],Seguridad,"En una vía con tanta circulación y habiendo suficiente espacio para poner un carril bicicleta, sería más seguro y conveniente separar el tráfico.",A favor
50,[61333],Seguridad,El nivel de seguridad en un carril bicicleta es casi pleno si lo comparamos rodando con tráfico.,A favor
50,[39363],Seguridad,"Como viandante diaria entre semana del Paseo de la Castellana, no sé si esta propuesta mejoraría o empeoraría el problema, viendo el incivismo por parte de los ciclistas con los peatones.",En contra
50,[61333],Seguridad,El riesgo real existe y si quieres te saco la estadística de ciclistas atropellados en los últimos años.,En contra
50,[59674],Seguridad,"Miedo me da, en algunos casos los carriles bicicleta son más peligrosos, sobre todo en cruces.",En contra
50,[17277],Infraestructura,Una opción muy buena que no generaría peligros en las intersecciones sería limitar el uso de los laterales a bicicletas permitiendo el paso a coches sólo para aparcamientos.,A favor
50,[21852],Infraestructura,"Yo creo que por ejemplo, en el tramo norte de Joaquín Costa a Pza de Castilla se puede quitar todo el aparcamiento en batería y entre los árboles plantados hacer un buen carril bicicleta en ambos lados.",A favor
50,[41561],Infraestructura,Quien pida un carril segregado los conductores les puede impacientar tener un vehículo más lento.,En contra
50,[61761],Infraestructura,"Me cuesta creer que utilices la bicicleta por Madrid y estés en contra de esta medida, si visitas otras ciudades como Barcelona te das cuenta que aquí los ciclistas estamos vendidos.",En contra
50,[17162],Impacto Ambiental,Yo también utilizo la bicicleta en Madrid y creo que el ayuntamiento debería incidir más en crear infraestructuras en las arteria principales de Madrid para animar a todos cambiar el coche por la bicicleta.,A favor
50,[54812],Impacto Ambiental,Completamente de acuerdo: carril bicicleta y más carril bicicleta en las arterias de Madrid y veremos cómo los madrileños se suben a la bicicleta en lugar del coche.,A favor
50,"[18866, 18867, 18873, 23967, 54611, 54612, 54614]",Impacto Ambiental,Si te importa el Medio Ambiente igual apoyarías también esta propuesta.,En contra
50,[35969],Cultura y Educación Vial,"Apoyo la propuesta y lanzo esta complementaria. Una propuesta de regulación real de vehículos eléctricos ligeros, que ya se comercializan y que actualmente, en Madrid están en un limbo, cuando en otras ciudades y países son una realidad realmente efectiva, ecológica y sostenible.",A favor
50,[32458],Cultura y Educación Vial,La segunda opción es la que mejor resuelve el problema sin duda.,A favor
50,[39363],Cultura y Educación Vial,"Obviamente Madrid no es una ciudad preparada para las bicicletas, tanto por la infraestructura como por la educación de los usuarios de las mismas.",En contra
50,[32772],Cultura y Educación Vial,"No debemos criminalizar un colectivo entero, basándonos en alguna que otra infracción de tráfico.",En contra
50,[59674],Cultura y Educación Vial,"Considero mejor otras opciones educación vial, calmado de tráfico en ese tramo, por ejemplo.",En contra
50,[17228],Accesibilidad y Conectividad,Totalmente de acuerdo. Lo cierto es que mucho subimos en bicicleta por la castellana. Desde Legazpi o desde atocha. Y nos la jugamos todo el rato. Agradeceríamos este gesto del nuevo Ayuntamiento para con la movilidad y el aire de Madrid.,A favor
50,[32474],Accesibilidad y Conectividad,También carriles bicicleta para conectar a Madrid capital con los municipios cercanos como Rivas.,A favor
50,[89374],Accesibilidad y Conectividad,"Apoyo la propuestas, pero mientras me gustaría compartir una alternativa que yo uso: las calles paralelas como Modesto Lafuente y Ponzano para bajar y Alonso Cano para subir tienen poco tráfico, son anchas y se circula bien en bicicleta.",A favor
50,[32769],Accesibilidad y Conectividad,"A Rivas se puede iren bicicleta por caminos. De momento es la solución. De todas formas es competencia de la Comunidad, y habría que presionar al Ayuntamiento para que solicitara algo así a Cifuentes.",En contra
50,[58843],Accesibilidad y Conectividad,La clave es usar rutas alternativas. La castellana con carril bicicleta seguirá siendo una mala alternativa para los colectivos que describes.,En contra
50,[59597],Accesibilidad y Conectividad,"Esta programado para 2016 un plan de 33 vías ciclistas, entre ellas se encuentra el paseo de la Castellana, pero considero mejor otras opciones educación vial, calmado de tráfico.",En contra
50,[17277],Impacto Social,Una propuesta muy buena que no generaría peligros en las intersecciones sería limitar el uso de los laterales a bicicletas permitiendo el paso a coches sólo para aparcamientos.,A favor
50,[22329],Impacto Social,"Ya es la hora de hacer esto. Me parece una vergüenza que no se lo ha hecho hace años, no sería por falta de espacio.",A favor
50,[22685],Impacto Social,Estoy de acuerdo con ABG 4 carriles en cada sentido para los vehículos motorizados convierten un bulevar en una autopista. Quitar un carril en cada sentido para dárselo a las bicicletas es beneficioso para todos.,A favor
50,[32457],Impacto Social,El colectivo en bicicleta por Madrid propone varias alternativas al problema. Podeis echarle un vistazo en esta web.,En contra
50,[32772],Impacto Social,"Ya se que no estás persiguiendo a nadie, pero infracciones de tráficos se ven todos los días por parte de coches, taxistas, autobuseros, ciclistas.",En contra
50,[20921],Impacto Social,"El uso de la bicicleta, no tiene que conllevar un perjuicio para el peatón. La bicicleta es un medio de transporte más, muy útil en la ciudad de Madrid, y puede sustituir al coche como opción para moverse dentro de la ciudad.",En contra
50,[59598],Viabilidad Económica,El Ayuntamiento de Madrid invertirá más de 40 millones en completar la red de ciclo-carriles.,A favor
50,[19578],Viabilidad Económica,Con este dinero se podría hacer el carril: [enlace a propuesta].,A favor
50,[52584],Viabilidad Económica,"Si quitas un carril en cada sentido a los coches, adquiere mucha más visibilidad a la vez que bloquea el tráfico. Por tanto, si una persona se queda parada en un atasco y ve gente circular mucho más rápido por el carril bicicleta, quizás se replantee el uso del vehículo motorizado.",A favor
50,[54874],Viabilidad Económica,Cuanto estas dispuesto a pagar por tener un bulevar o más kilómetros de carril bicicleta? Los automóviles pagan un impuesto.,En contra
50,"[18273, 18279]",Viabilidad Económica,Plan anti grafitis. Acabemos con esta lacra: [enlace a propuesta].,En contra
50,[19705],Viabilidad Económica,"Yo estoy de acuerdo en que sería importante hacer un carril bicicleta en la castellana, pero por el bulevar peatonal que ya de por si tiene una anchura considerable. Me parece que lo que se ha hecho actualmente pintando una bicicleta en un carril de los dos que tiene el lateral es una chapuza que esta ocasionando accidentes tanto para los ciclistas sobretodo turistas como con los conductores.",En contra
61,[18539],Uso de energías renovables,"Incluso propondría dentro de esta propuesta que se abasteciera con energías renovables, preferentemente pequeñas placas solares en cada farola.",A favor
61,"[29897, 29898]",Eficiencia energética,"O encender una farola de cada dos, pero en toda la autopista.",A favor
61,[72359],Eficiencia energética,"El Reglamento de Eficiencia Energética de Alumbrado Exterior ya establece que en función del tráfico en carreteras o de peatones en aceras, el alumbrado pude rebajarse la iluminancia hasta en un 50 incluso con sensores de presencia que vuelvan al 100 al paso de vehículos y personas.",A favor
61,[37090],Seguridad vial,"La seguridad mejora en carreteras sin iluminación externa, ya que los conductores centran la atención en lo que importa: la carretera y los coches, que quedan suficientemente iluminados con los faros de los coches.",En contra
61,[37090],Seguridad vial,"Países más seguros como Alemania, Reino Unido, etc., no tienen iluminación alguna en las carreteras.",En contra
61,[40216],Seguridad vial,"Varios estudios indican que en las autopistas, por ejemplo, hay más accidentes cuando hay luz.",En contra
61,[59781],Visibilidad y peligro,Creo que es de vital importancia pues hay muchos tramos de carreteras y vías en las que es muy peligroso circular por su poca visibilidad y más aun cuando existe ya la iluminación instalada hace tiempo.,A favor
61,"[125975, 125977, 125978, 125979]",Contaminación lumínica,Tenemos nueva propuesta para hacer un estudio de impacto ambiental de la Contaminación lumínica de Madrid.,En contra
61,[72359],Problemas administrativos y de mantenimiento,"En la M40 no hay iluminación debido a que cuando se construyó, Fomento hacía la autopista y los Ayuntamientos de Madrid y Pozuelo ejecutaban al alumbrado y su mantenimiento pasando la factura a Fomento, pues bien el Ministerio no paga y el Ayuntamiento de Madrid ha cortado la luz.",En contra
61,[72359],Problemas administrativos y de mantenimiento,"En la zona de Pozuelo de momento hay alumbrado. Pero el principal problema es, por ejemplo, la m31 donde está totalmente a oscuras. La razón muy simple, han desvalijado el centro de transformación, no quedan ni las puertas.",En contra
72,[160718],Impacto en los trabajadores,"Los trabajadores de los centros también tenemos derecho a estar con la familia, descansar, hacer vida.",A favor
72,[86169],Impacto en los trabajadores,"Creo que la conciliación laboral es un derecho, que esta ley ha quitado.",A favor
72,[160718],Impacto en los trabajadores,Los centros comerciales deberían cerrar todos los festivos y domingos.,A favor
72,[18825],Impacto en los trabajadores,A tener en cuenta que menos horas de apertura significan menos horas de trabajo y menos empleados o reducción de jornadas.,En contra
72,[18895],Impacto en los trabajadores,Otras ventajas del trabajo en fin de semana es que puede ser compatible con estudios u otras actividades y que debería redundar en más gente contratada no la misma gente pero más explotada.,En contra
72,[82480],Impacto en los trabajadores,Es cuestión de controlar a los empresarios.,En contra
72,[160718],Impacto económico,Antiguamente no había apertura del centro comercial y no pasaba nada todo el mundo hacía sus compras igualmente.,A favor
72,[18522],Impacto económico,Antes se abría un domingo al mes y todos nos apañábamos.,A favor
72,[18697],Impacto económico,Te echarían a la calle si no abrieran los domingos ya que venderían menos.,En contra
72,[52897],Impacto económico,"La ecuación es la siguiente, más ventas = a más empleados.",En contra
72,[160718],Calidad de vida y ocio,Los sábados y domingos la mayoría se dedican a ir para pasear por que se aburren en casa.,A favor
72,[20759],Calidad de vida y ocio,"Salvemos la vida de los barrios, consumamos cultura, ocio, paseos.",A favor
72,[17886],Calidad de vida y ocio,"En lugar de estar paseando, fomentando la cultura en un museo, en el cine, teatro.",A favor
72,[18460],Derechos laborales,"Es increíble que a los trabajadores nos obliguen a trabajar en festivos, y si no te echan a la calle.",A favor
72,[52897],Derechos laborales,"Lo que hay que tener en cuenta, es, que más horas de apertura no conlleva mayor cantidad de empleados.",A favor
72,[18442],Derechos laborales,Siempre sale el discurso solidario del -yo es que no puedo ir a comprar cuando quiero- inaudito.,A favor
72,[52946],Derechos laborales,"Aunque sea Lcdo. En CCEE y Dir. De RRHH de una multinacional, no debato ni discuto con gente que como usted Intenta menospreciar y hace comentarios tan simplistas.",En contra
72,[71736],Derechos laborales,Pues que también cierren los hospitales los fines de semana. Porque nosotros tb tenemos familia y libramos a diario.,En contra
72,"[19730, 19731, 19733, 19760]",Impacto social,Apoyo la propuesta y te invito a que apoyes Mayor cuidado del centro de Madrid Gracias!.,A favor
72,[76131],Impacto social,"Hay que conciliar la vida laboral con la familiar. Por favor, ayuden esta propuesta.",A favor
72,[18322],Impacto social,"Esto dejará de ser un problema cuando se racionalicen los horarios estilo español de 9 a 21h, llegue la conciliación laboral y familiar de verdad y los salarios sean europeos y no bananeros.",A favor
72,[18732],Impacto social,Mejor que cerrar. Regular correctamente para que no se produzcan abusos.,En contra
72,[20122],Impacto social,"Cerremos los bares, teatros, restaurantes, metros, autobues, hospitales, residencias, taxis, urgencias, etc., etc. En estos trabajos también hay personas que tienen familias.",En contra
72,[160718],Condiciones de trabajo,"Trabajo en una cafetería y no libro ni un fin de semana se supone que esto se hizo así para que hubiese más empleo, pero los empresarios no se molestan en pagar un sueldo más y nos lo comemos nosotros.",A favor
72,[160719],Condiciones de trabajo,Si trabajases en un comercio de lunes a domingo pensarías de otra manera!.,A favor
72,[160718],Condiciones de trabajo,Todo para que vengan a tomar un simple café o a descambiar unas zapatillas o porque les apetece estar sentados en los sofás del comercio.,A favor
72,[91121],Condiciones de trabajo,Pues yo prefiero que estén abiertos los domingos.,En contra
72,[18774],Regulación y legislación,Estas muy confundido. Ellos abren casi 60 días al año más con el mismo personal que tenían cuando no abrían los festivos.,A favor
72,[18895],Regulación y legislación,Mi opinión es que se regule y que el trabajo sea digno.,A favor
72,[19397],Regulación y legislación,Tenemos que tener derecho al descanso de lunes a sábado hay tiempo de sobra para comprar.,A favor
72,[78740],Regulación y legislación,Esto no es competencia del Ayuntamiento sino de la Comunidad.,En contra
72,[78741],Regulación y legislación,"A Cifuentes, Carmena no puede hacer nada.",En contra
72,[78742],Regulación y legislación,"Que no es competencia del Ayuntamiento, que esto lo regula la Comunidad.",En contra
72,[19894],Impacto en el pequeño comercio,"Antes hace años cuando abrían el único domingo al mes lo pagaban, y muy bien en las grandes superficies, las pequeñas ni se planteaban abrir un domingo al mes.",A favor
72,[17886],Impacto en el pequeño comercio,Desde luego. No respetan ni a los muertos el 1 de noviembre.,A favor
72,[17886],Impacto en el pequeño comercio,Y apoyo esta propuesta tanto para el pequeño comercio que ha tenido que abrir como para las grandes superficies.,A favor
72,[86169],Impacto en el pequeño comercio,Se nota y pondría la mano en el fuego que no trabajas en comercio.,En contra
72,[86169],Impacto en el pequeño comercio,"Solo una pregunta, antes de esta ley de libre apertura, no comías? no tenías ropa o electrodomésticos en casa?",En contra
72,[86169],Impacto en el pequeño comercio,"Quien hace la ley siempre hace la trampa, y los que sí trabajamos en esto lo sufrimos.",En contra
72,[17886],Conveniencia para los consumidores,No he trabajado en este sector nunca aunque tengo familiares en él.,A favor
72,[17886],Conveniencia para los consumidores,"Que cierren los domingos, pero los del centro de Madrid y los que no estén en el centro.",A favor
72,[82480],Conveniencia para los consumidores,"Yo creo que deben abrir los domingos y festivos, que es cuando la gente puede disfrutarlos.",En contra
72,[20122],Conveniencia para los consumidores,No todo el mundo puede comprar entre semana con estos horarios que se tienen.,En contra
72,[18032],Conveniencia para los consumidores,"En cualquier ciudad grande como es Madrid hay comercios abiertos todos los días y a todas horas, no todos tenemos la suerte de poder ir a comprar cuando queremos.",En contra
86,[17231],Facilidad de reciclaje,Acercarlo a las comunidades de vecinos facilitaría el reciclaje.,A favor
86,[17669],Facilidad de reciclaje,"Totalmente de acuerdo, que pongan un contenedor de reciclaje de aceite al lado de los contenedores de vidrio y papel.",A favor
86,[79423],Facilidad de reciclaje,"Creo que es muy necesario al igual que el contenedor de reciclar vidrio, bricks, etc. Yo ya no sé qué hacer con tanto bote con aceite usado porque me niego a tirarlo por el desagüe.",A favor
86,[82364],Facilidad de reciclaje,Sería interesante que instalasen los contenedores en mercados municipales y grandes superficies.,A favor
86,[90290],Facilidad de reciclaje,También me parece muy buena la idea de una recogida periódica especial como se hacía con los muebles.,A favor
86,[17371],Facilidad de reciclaje,Creo que sería más fácil aumentar el número de puntos limpios móviles y los horarios de los mismos.,En contra
86,[17631],Concienciación y cultura de reciclaje,Cuanto más cerca de las viviendas se coloque más cultura de reciclaje habrá.,A favor
86,[18054],Seguridad y viabilidad,Muy importante esta propuesta. Soy de Gijón y allí el Ayuntamiento hace años que instaló contenedores a la entrada de muchos supermercados.,A favor
86,[52786],Seguridad y viabilidad,"En Benicassim, los jueves que hay mercadillo, el ayuntamiento coloca una unidad móvil de reciclaje de productos sensibles cómo puede ser el aceite, pilas etc.",A favor
86,[29033],Seguridad y viabilidad,"Apoyo totalmente la propuesta, pero no soy partidario de dejar contenedores en las calles, ya que sí por alguna causa ardiera por vandalismo o fortuito podría ser muy peligroso.",En contra
86,[32125],Seguridad y viabilidad,Para recoger el aceite se requiere atención personal porque depende de donde lo traiga cada cual y se puede derramar y es peligroso.,En contra
86,[17854],Accesibilidad y horarios,Hace poco descubrí que tengo un punto limpio móvil en la calle paralela donde vivo. Pero no me sirve de mucho porque es un día a la semana y a una hora en la que ya me he tenido que ir a trabajar.,A favor
86,[17854],Accesibilidad y horarios,No estaría mal dejar un contenedor para ello que suelen ser más pequeños que los de vidrio o papel cercanos a estaciones de metro en los barrios o a los colegios.,A favor
86,[90365],Accesibilidad y horarios,En los puntos limpios de Madrid hay contenedores para este aceite.,A favor
86,[71085],Accesibilidad y horarios,En el Mercado de los Mostenses hay un contenedor para reciclaje de aceite.,A favor
86,[66361],Accesibilidad y horarios,Los puntos limpios itinerantes tienen unos horarios que se hacen inaccesibles para mucha gente.,En contra
86,[71085],Accesibilidad y horarios,"Estoy de acuerdo contigo, en Centro por ejemplo los puntos limpios itinerantes funcionan solo 2 horas y cada día están en un sitio, así que es complicado poder llevar algo a los puntos limpios, sobre todo si no dispones de tu propio vehículo.",En contra
86,[60708],Accesibilidad y horarios,Los puntos limpios están bastante alejados de los barrios.,En contra
86,[60708],Impacto medioambiental,Tened en cuenta que el aceite contamina incluso más que el plástico y el vidrio y en todos los domicilios se hace uso de él.,A favor
86,[21401],Impacto medioambiental,"Muy buena propuesta! También os animo a que aprendáis a hacer jabón casero con el aceite usado para lavar los platos, etc. Es muy fácil, reciclas el aceite y ahorras.",A favor
86,[67278],Impacto medioambiental,"Ya hay puntos limpios para dejar el aceite, espero que nadie lo tire por el fregadero. Pero sí me parece bien, dar más facilidades para que podamos tirarlo en contenedores repartidos y colocados junto los de vidrio y papel, por toda la ciudad y que se pueda tirar con la botella incluida.",En contra
86,[37969],Conveniencia y practicidad,"Hola no sé si esta propuesta habrá salido adelante pero en mi barrio ya he visto dos contenedores para recoger aceite, vivo en el pozo y los han puesto al principio del parque de Entrevías.",A favor
86,[36892],Conveniencia y practicidad,"Tiene todo el sentido del mundo porque los puntos limpios no son lugares de fácil acceso. No es molestarse en ir a ellos, es que puede ser una excursión e incluso así sin un coche es bastante complicado llegar a ellos.",En contra
86,[17773],Innovación y comparación con otras ciudades,En País Vasco tienen este sistema en el que se intercambia el bote de aceite lleno por otro vacío y que funciona de forma muy eficiente como ejemplo sobre lo que puede valorarse para hacer.,A favor
